timestamp,Left_Heel,Left_Middle,Left_Top,Right_Heel,Right_Middle,Right_Top
1734602923.9932783,185,3043,112,158,130,181
1734602924.0492203,142,3245,169,118,173,173
1734602924.1118138,67,3247,169,54,58,115
1734602924.2916808,138,3221,165,0,16,70
1734602924.3533082,240,3220,158,0,211,3883
1734602924.4120011,266,2455,32,0,51,3911
1734602924.4712195,489,492,0,905,893,882
1734602924.5909064,662,1376,0,0,0,113
1734602924.6527274,128,135,96,110,17,214
1734602924.7018988,949,0,906,6,0,125
1734602924.7729528,2741,359,2557,6,1,102
1734602924.821677,4095,433,3439,76,131,144
1734602924.8930192,4095,491,3401,290,26,366
1734602924.9505231,4095,426,3285,282,0,427
1734602924.9985762,4095,0,3184,74,0,304
1734602925.0735533,4095,402,3026,106,0,288
1734602925.1264482,4095,448,2927,243,47,256
1734602925.1911526,2787,288,2096,398,433,374
1734602925.2516205,2029,132,1326,0,11,0
1734602925.3130097,1083,28,379,0,0,0
1734602925.3726206,244,2965,105,624,596,589
1734602925.4335337,318,2960,99,13,63,86
1734602925.4918687,322,2598,48,48,95,112
1734602925.5513077,309,2358,7,114,170,173
1734602925.5991466,285,2295,2,47,66,97
1734602925.6718175,949,270,365,0,33,34
1734602925.7270405,1172,292,270,241,243,1820
1734602925.7932563,812,1191,0,0,16,3797
1734602925.852581,1033,1658,368,0,27,3693
1734602925.910143,4095,323,2819,0,0,3841
1734602925.9733484,4095,423,2910,16,0,197
1734602926.033741,2679,471,2107,26,0,147
1734602926.0934086,1807,0,1648,0,0,113
1734602926.1514323,1356,134,1359,53,54,193
1734602926.2114735,395,0,438,93,67,210
1734602926.2686107,17,0,55,46,111,160
1734602926.3318455,0,17,0,457,0,509
1734602926.3893206,0,0,0,657,0,656
1734602926.4462366,111,32,0,182,0,197
1734602926.507947,80,271,0,0,752,133
1734602926.5722826,139,637,0,953,638,956
1734602926.6193929,144,1979,0,76,304,211
1734602926.690183,145,3306,158,0,0,59
1734602926.8047729,178,1238,0,456,318,547
1734602926.876338,158,1300,0,0,46,84
1734602926.9309292,184,986,0,134,111,285
1734602926.9914484,192,551,0,112,29,258
1734602927.0416932,208,549,0,0,45,127
1734602927.1119995,219,1043,0,0,86,2822
1734602927.1602893,206,1327,0,0,0,3685
1734602927.2361825,255,205,0,0,0,3856
1734602927.2924447,215,0,0,0,38,213
1734602927.3509388,162,909,0,41,19,233
1734602927.403223,949,0,195,64,0,342
1734602927.4717064,637,2647,62,0,0,98
1734602927.5900462,4095,501,3287,4,20,242
1734602927.6435828,2919,384,2524,510,0,688
1734602927.7075124,1963,177,1596,230,7,411
1734602927.7731287,593,0,261,113,64,297
1734602927.8298326,213,101,0,0,148,16
1734602927.8923295,195,1154,0,253,176,309
1734602927.939837,304,873,0,201,525,242
1734602928.0050223,366,330,0,113,435,199
1734602928.0724006,497,0,0,26,176,213
1734602928.1254942,503,0,0,0,46,146
1734602928.1933188,560,0,0,1,122,203
1734602928.252081,592,2789,78,2,13,192
1734602928.305954,592,1498,0,36,35,235
1734602928.3731704,3888,397,2655,691,432,0
1734602928.4243078,4095,382,2750,1261,1041,0
1734602928.4916608,4095,462,2799,0,44,3791
1734602928.5464883,292,3257,150,0,0,3707
1734602928.6611989,2121,63,1443,0,61,3829
1734602928.7321348,231,3312,149,432,0,575
1734602928.7892346,190,3286,157,259,0,402
1734602928.8530002,208,3277,154,60,0,259
1734602928.906824,156,3349,151,0,0,207
1734602929.0326564,719,1469,0,0,0,215
1734602929.0917406,751,724,0,556,52,791
1734602929.1531088,1077,0,176,0,0,146
1734602929.2094886,946,0,5,107,369,185
1734602929.2722185,2165,46,1079,16,445,131
1734602929.3278687,3660,0,2003,0,0,33
1734602929.3929992,2517,119,1379,0,41,176
1734602929.4489493,3299,301,2061,169,267,273
1734602929.5081167,2595,155,1509,78,191,231
1734602929.5734615,4095,381,2546,0,0,82
1734602929.629358,3505,346,2256,45,65,126
1734602929.691968,149,2661,59,688,507,0
1734602929.7526886,103,3280,159,1403,1184,0
1734602929.8128476,43,3315,146,0,151,2961
1734602929.9180052,90,2996,109,437,250,534
1734602929.9924498,122,2597,48,198,64,351
1734602930.0380256,57,3303,158,0,0,111
1734602930.1110675,16,3232,167,105,65,269
1734602930.1727262,192,2587,48,39,126,206
1734602930.2310503,64,3286,167,19,151,172
1734602930.2910058,29,3309,163,302,0,383
1734602930.3517435,51,3279,163,175,16,247
1734602930.4104502,22,3301,166,0,0,101
1734602930.5305612,2027,0,540,0,46,0
1734602930.5941372,2903,143,1318,1241,1165,1118
1734602930.7133303,3949,315,2109,0,0,26
1734602930.7719588,3019,201,1676,458,448,540
1734602930.8272655,4095,0,2337,0,101,107
1734602930.8931236,4095,350,2322,0,26,59
1734602931.011804,4095,303,2288,2213,1776,0
1734602931.071466,4095,336,2291,1457,1193,0
1734602931.1296554,1110,1840,0,0,44,3253
1734602931.1928413,4095,238,2401,0,0,3831
1734602931.246881,0,3266,175,0,0,3890
1734602931.3122163,0,3312,176,448,0,678
1734602931.3713381,0,3312,170,448,0,651
1734602931.431906,0,3318,176,180,0,299
1734602931.4927332,0,3325,172,251,43,368
