timestamp,Left_Heel,Left_Middle,Left_Top,Right_Heel,Right_Middle,Right_Top
1736322822.8348374,0,2541,429,1681,0,0
1736322822.9561427,118,0,3638,931,0,0
1736322823.0783594,4095,3415,143,928,0,0
1736322823.137755,4095,0,3727,1131,0,0
1736322823.1954181,0,3410,218,1712,0,0
1736322823.25613,0,3525,235,4095,0,0
1736322823.317195,4095,3360,55,480,133,3
1736322823.4331038,0,3647,262,778,154,6
1736322823.5564191,0,3429,208,508,190,17
1736322823.613967,4095,0,3901,0,1136,270
1736322823.6728685,4095,0,3723,4095,0,103
1736322823.7358868,380,3344,197,837,0,0
1736322823.7894328,4095,3449,85,2717,0,0
1736322823.8565218,0,3743,209,2997,0,0
1736322823.9133334,0,0,4095,1766,0,0
1736322824.0365982,4095,3390,95,117,2431,719
1736322824.0929723,0,0,4095,33,1152,309
1736322824.1465101,4095,3503,98,2960,0,0
1736322824.2186337,3571,3387,211,0,3576,848
1736322824.264742,55,3369,215,0,3699,966
1736322824.3395455,4095,62,3696,0,3490,934
1736322824.3965404,3709,0,3489,1613,0,83
1736322824.453369,0,3955,80,2405,0,0
1736322824.5148726,4095,0,3709,0,1130,245
1736322824.5772853,0,0,3927,0,839,182
1736322824.6372628,432,0,1086,0,2595,627
1736322824.7579715,400,3216,213,0,3358,1086
1736322824.8132405,4095,0,0,3,1232,370
1736322824.8730223,4095,368,3408,1515,1287,275
1736322824.9386601,4095,3316,3,0,2618,630
1736322824.9948468,3451,2342,52,0,2349,581
1736322825.0564144,4095,1584,0,2115,0,0
1736322825.1158667,4095,0,2127,0,2807,912
1736322825.174754,0,0,4095,0,2383,624
1736322825.2359555,4095,0,0,0,1571,373
1736322825.294775,4095,3271,80,0,2664,620
1736322825.3564355,4095,0,3693,0,3780,887
1736322825.415017,0,0,3927,0,3605,1283
1736322825.4692097,4095,432,2295,1331,1410,622
1736322825.530316,4095,0,3794,1392,49,15
1736322825.5881312,0,3341,2480,2110,2620,574
1736322825.6571865,3869,0,3566,0,2470,590
